code,name,level,ward,status,menu_posts_total,menu_posts_this_year,weeks_with_posts,last_menu_date,last_menu_url,error
thbinhquoi-thuangiao,Trường TH Bình Quới,th,phuongthuangiao,none,0,0,0,,,
ththuangiao,Trường Tiểu học Thuận Giao,th,phuongthuangiao,none,0,0,0,,,
ththuangiao2,Trường Tiểu học Thuận Giao 2,th,phuongthuangiao,none,0,0,0,,,
tieuhocbinhquoi,Trường Tiểu học Bình Quới,th,phuongthuangiao,none,0,0,0,,,
mnbinhtho,Mầm non Bình Thọ,mn,phuongthuduc,none,0,0,0,,,
mnhonganthuduc,Mầm non Hồng Ân,mn,phuongthuduc,none,0,0,0,,,
mnsaovang,Trường Mầm non Sao Vàng,mn,phuongthuduc,stale,2,0,0,2020-09-09,https://mnsaovang.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-cua-be/ct/87117/442521,
mntruongtho,Mầm non Trường Thọ,mn,phuongthuduc,none,0,0,0,,,
mnvanhkhuyenthuduc,Trường Mầm non Vành Khuyên 3,mn,phuongthuduc,regular,29,4,4,2026-09-24,https://mnvanhkhuyenthuduc.hcm.edu.vn/cong-khai/thuc-don-tuan-5-thang-9-nam-2026/ct/101197/889204,
thlinhchieu,Tiểu học Linh Chiểu,th,phuongthuduc,regular,32,17,4,2026-09-24,https://thlinhchieu.hcm.edu.vn/bua-an-hang-ngay/bua-an-hang-ngay/ct/142636/1412433,
